Store Name,DTI,BIR,Address,Phone,Email,FB_Montevista,FB_Compostela
Yadin's Baligya Barato,*************,*************,"P-5, Pob. Montevista, Davao De Oro",09*********,Yadin**H8*@gmail.com,https://www.facebook.com/yadin.s.baligya.barato,https://www.facebook.com/yadin.s.baligya.barato.nabunturan
